sourcedomain_id,fips,source,description,onlinesince,rank,state,city,url,lon,lat,county
addisoncountyindependent-addisonindependent.com,50001,addisoncountyindependent,"Bi-weekly newspaper distributed in the area, based in Middlebury.",12-Jan-1997,1011377,Vermont,Middlebury,,-73.16734,44.0153371,Addison
bartonchronicle-bartonchronicle.com,50019,bartonchronicle,Weekly Journal of Orleans County. Serving Vermont's Northeast.,30-Aug-1999,2922942,Vermont,Barton,,-72.17625799999998,44.7480805,Orleans
theenterprise-theenterprise.net,51141,theenterprise,Voice of the people since 1876. A part of Patrick County's heritage.,18-Dec-1998,1404915,Virginia,Stuart,,-80.2693963,36.6363992,Patrick
fallschurchnewspress-fcnp.com,51610,fallschurchnewspress,"Falls Church, Virginia.",15-Jun-1998,394714,Virginia,Falls Church,,-77.17109140000002,38.882334,Falls Church
rappahannockrecord-rrecord.com,51103,rappahannockrecord,"Weekly newspaper serving the Northern Neck of Virginia, includes Lancaster, Northumberland and Lower Richmond County. Covering the Potomac River south to the Rappahannock bordering Chesapeake Bay.",24-Apr-1997,2858711,Virginia,Kilmarnock,,-76.37966899999998,37.7104135,Lancaster
southsidesentinel-ssentinel.com,51119,southsidesentinel,Newspaper covering southeastern Virginia. Based in Urbanna.,16-Apr-1997,3445976,Virginia,Urbanna,,-76.5743976,37.6376402,Middlesex
bainbridgeislandreview-bainbridgereview.com,53035,bainbridgeislandreview,"Weekly publication covering a small community west of Seattle offers local news, sports, business, and local links.",17-Nov-1997,978685,Washington,Bainbridge Island,,-122.5210007,47.6248791,Kitsap
businessexaminer-southsoundbiz.com,53053,businessexaminer,None,None,2694846,Washington,Tacoma,,-122.4442906,47.2528768,Pierce
camaswashougalpostrecord-camaspostrecord.com,53011,camaswashougalpostrecord,"News, opinion, sports, classifieds and local school information.",19-Mar-1999,1481808,Washington,Camas,,-122.402442,45.5867128,Clark
centralkitsapreporter-kitsapdailynews.com,53035,centralkitsapreporter,None,None,822990,Washington,Silverdale,,-122.6948697,47.6445386,Kitsap
thecolumbian-columbian.com,53011,thecolumbian,"Daily news, community calendar, forums, business directory, and classifieds.",06-Jul-1994,84914,Washington,Vancouver,,-122.6760886,45.6257379,Clark
dailyworld-thedailyworld.com,53027,dailyworld,"Publication serving Grays Harbor offers local news, weather and sports, history and a teen section.",28-Oct-1996,386270,Washington,Aberdeen,,-123.8157218,46.9753708,Grays Harbor
federalwaymirror-federalwaymirror.com,53033,federalwaymirror,None,None,1472355,Washington,Federal Way,,-122.3126222,47.3223221,King
theheraldnet-heraldnet.com,53061,theheraldnet,News and advertising content from The Daily Herald which covers events in Everett and Snohomish County.,19-Jul-1995,112427,Washington,Everett,,-122.2020795,47.9789848,Snohomish
theislands’sounder-islandssounder.com,53055,theislands’sounder,"Weekly community newspaper. Local news, events and classified ads.",17-Nov-1997,862766,Washington,Eastsound,,-122.9061068,48.696654,San Juan
thejournalofthesanjuanislands-sanjuanjournal.com,53055,thejournalofthesanjuanislands,"San Juan Co. (Friday Harbor) - News, features, legals, archives.",02-Oct-1998,345953,Washington,Friday Harbor,,-123.0171242,48.5342662,San Juan
leavenworthecho-leavenworthecho.com,53007,leavenworthecho,"Bavarian village newspaper with local sport, weather, and business headlines in Leavenworth.",19-Jul-1998,2063585,Washington,Leavenworth,,-120.6614765,47.5962326,Chelan
mercerislandreporter-mi-reporter.com,53033,mercerislandreporter,"Offers news, sports, entertainment and letters from a paid newspaper serving the island community located on Lake Washington.",27-Aug-1996,1338545,Washington,Mercer Island,,-122.2220674,47.57065479999999,King
methowvalleynews-methowvalleynews.com,53047,methowvalleynews,"Methow Valley - News, letters,classifieds, some archives.",10-Nov-1998,2067488,Washington,Twisp,,-120.122303,48.3634784,Okanogan
northwestasianweekly/theseattlechinesepost-nwasianweekly.com,53033,northwestasianweekly/theseattlechinesepost,Local news for Asian immigrants.,29-Jan-1999,865774,Washington,Seattle,,-122.33207079999998,47.6062095,King
peninsuladailynews-peninsuladailynews.com,53009,peninsuladailynews,Newspaper serving Clallam and Jefferson counties on Washington's Olympic Peninsula.,24-Nov-1996,452322,Washington,Port Angeles,,-123.4307413,48.118146,Clallam
rentonreporter-rentonreporter.com,53033,rentonreporter,Coverage of events in Renton and the southern shore of Lake Washington.,None,2096004,Washington,Renton,,-122.2079218,47.4796927,King
theseattletimes-seattletimes.com,53033,theseattletimes,"Daily local news, sports, arts and entertainment, classified ads.",01-Mar-1996,5890,Washington,Seattle,,-122.33207079999998,47.6062095,King
seattleweekly-seattleweekly.com,53033,seattleweekly,"Seattle news, events, music, movies, restaurants, and reviews.",17-Nov-1995,423866,Washington,Seattle,,-122.33207079999998,47.6062095,King
sequimgazette-sequimgazette.com,53009,sequimgazette,"Offers local news, classifieds, archives, and contact information.",14-Oct-1999,1606824,Washington,Sequim,,-123.1018438,48.0795365,Clallam
snoqualmievalleyrecord-valleyrecord.com,53033,snoqualmievalleyrecord,"Select items from a weekly paper that has covered news in North Bend, Snoqualmie, Preston, Fall City, Carnation, Novelty, Vincent, and Duvall.",30-Jun-1996,2012834,Washington,Snoqualmie,,-121.8253906,47.52871320000001,King
southwhidbeyrecord-southwhidbeyrecord.com,53029,southwhidbeyrecord,"Weekly community newspaper. Local news, events and classified ads.",17-Nov-1997,1518876,Washington,Langley,,-122.406257,48.0400945,Island
starline-grandcoulee.com,53025,starline,Weekly serving the area of Grand Coulee Dam in the Columbia River basin of eastern Washington state.,29-Aug-1997,2308866,Washington,Grand Coulee,,-119.0120921,47.9391662,Grant
vashonmauryislandbeachcomber-vashonbeachcomber.com,53033,vashonmauryislandbeachcomber,"Weekly community newspaper. Local news, events and classified ads.",17-Nov-1997,986336,Washington,Vashon,,-122.4598502,47.4473204,King
vancouverbusinessjournal-vbjusa.com,53011,vancouverbusinessjournal,Vancouver and Clark County.,05-Dec-1996,1303387,Washington,Vancouver,,-122.6760886,45.6257379,Clark
whidbeynewstimes-whidbeynewstimes.com,53029,whidbeynewstimes,"Weekly community newspaper. Local news, events and classified ads.",17-Nov-1997,1068429,Washington,Oak Harbor,,-122.6484205,48.2882947,Island
westvirginiapressassociation-wvpress.org,54039,westvirginiapressassociation,Provides information on the states newspapers.,27-Feb-1998,None,West Virginia,Charleston,,-81.6326234,38.3498195,Kanawha
huntingtonnews-huntingtonnews.net,54011,huntingtonnews,"Independently and locally owned e-newspaper and magazine that focuses on the Tri-State area of Huntington, WV, Ashland, KY and Ironton, OH.",14-Apr-2000,2193749,West Virginia,Huntington,,-82.445154,38.41924960000001,Cabell
themorganmessenger-morganmessenger.com,54065,themorganmessenger,"Weekly news, sports and events from Berkeley Springs, Paw Paw and Morgan County. Includes subscription rates.",06-Aug-1997,2118850,West Virginia,Berkeley Springs,,-78.22719570000002,39.6269902,Morgan
mountainmessenger-mountainmessenger.com,54025,mountainmessenger,"Weekly news and opinion for the Greenbrier Valley. Includes subscription information, submission guidelines and employment opportunities.",28-Jan-1997,2271731,West Virginia,Lewisburg,,-80.44563029999998,37.8017879,Greenbrier
wisconsinnewspaperassociation-wnanews.com,55025,wisconsinnewspaperassociation,State press organization news and information. Includes a newspaper directory.,29-Apr-1995,2150728,Wisconsin,Madison,,-89.4012302,43.07305170000001,Dane
thedailyreporter-dailyreporter.com,55079,thedailyreporter,Wisconsin's industry news.,01-Jun-1996,948371,Wisconsin,Milwaukee,,-87.9064736,43.0389025,Milwaukee
thereview-plymouth-review.com,55117,thereview,Central Sheboygan County's twice-weekly news source.,10-Aug-1996,2243775,Wisconsin,Plymouth,,-87.97703790000001,43.7486054,Sheboygan
southwashingtoncountybulletin-rivertowns.net,55093,southwashingtoncountybulletin,"Includes news and features from the River Falls Journal, New Richmond News, Pierce County Herald, and the Hudson-Star Observer.",11-Jun-1999,533782,Wisconsin,River Falls,,-92.6238082,44.8613563,Pierce
standardpress-myracinecounty.com,55101,standardpress,None,None,2383629,Wisconsin,Burlington,,-88.27620259999998,42.6780726,Racine
massachusettsnews-massnews.com,25021,massachusettsnews,None,04-Mar-1998,541951,Massachusetts,Wellesley,,-71.29238769999998,42.296797,Norfolk
newhampshiregazette-nhgazette.com,33015,newhampshiregazette,Bi-weekly. Opinions and commentary on current state and national events. Past issues available in PDF format.,08-Jan-1997,2542012,New Hampshire,Portsmouth,,-70.7625532,43.07175520000001,Rockingham
everettindependent-everettindependent.com,25017,everettindependent,None,20-Apr-2000,3309773,Massachusetts,Everett,,-71.0536625,42.40843,Middlesex
